c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
B,B,Y,O,Y,G,R,R,P,a
B,G,Y,O,Y,R,R,B,P,a
G,B,R,P,Y,B,Y,O,R,a
B,B,O,Y,R,G,Y,P,R,a
B,P,R,Y,O,G,Y,B,R,a
B,B,Y,P,R,O,G,R,Y,a
B,G,R,R,B,Y,O,P,Y,a
B,P,G,Y,B,R,R,O,Y,a
B,B,R,R,Y,O,Y,P,G,a
B,O,G,Y,R,P,R,B,Y,a
B,B,R,G,Y,R,Y,P,O,a
B,B,R,G,P,Y,R,O,Y,a
B,G,Y,R,P,B,Y,O,R,a
B,B,Y,Y,G,P,R,O,R,a
B,O,Y,R,B,G,R,Y,P,a
P,B,R,G,B,Y,Y,O,R,a
B,P,O,Y,B,G,R,R,Y,a
B,G,Y,O,Y,B,R,R,P,a
B,G,O,Y,B,Y,R,P,R,a
B,G,O,P,Y,R,Y,B,R,a
B,G,R,R,B,P,O,Y,Y,a
O,G,R,Y,B,B,R,P,Y,a
B,G,Y,R,O,Y,B,P,R,a
B,O,R,Y,B,R,P,G,Y,a
B,B,G,Y,R,O,Y,P,R,a
B,O,R,R,Y,G,Y,B,P,a
B,G,P,O,Y,R,B,Y,R,a
G,B,Y,O,B,P,Y,R,R,a
B,O,P,R,B,Y,Y,G,R,a
B,O,Y,Y,G,P,B,R,R,a
B,G,Y,R,R,P,B,Y,O,a
B,G,O,P,Y,R,R,B,Y,a
B,G,Y,R,O,P,B,R,Y,a
P,B,R,G,R,B,Y,O,Y,a
B,P,Y,R,R,B,Y,G,O,a
B,R,O,Y,B,G,Y,P,R,a
B,G,Y,O,R,R,B,Y,P,a
O,B,Y,R,B,G,Y,P,R,a
B,G,B,O,R,Y,P,R,Y,a
B,G,Y,P,R,B,R,Y,O,a
B,B,O,G,Y,P,R,Y,R,a
P,B,R,G,B,O,Y,R,Y,a
B,B,O,P,R,Y,R,G,Y,a
B,G,O,R,B,P,Y,Y,R,a
B,G,R,O,P,B,Y,Y,R,a
B,G,Y,R,B,P,Y,R,O,a
B,G,R,Y,B,P,R,Y,O,a
B,G,Y,R,Y,P,O,R,B,a
B,B,Y,R,Y,O,R,P,G,a
O,B,Y,P,B,G,Y,R,R,a
B,O,B,P,R,Y,G,Y,R,a
O,B,R,Y,B,G,R,P,Y,a
B,G,Y,R,B,Y,O,P,R,a
B,P,Y,R,G,B,R,O,Y,a
B,G,Y,R,O,B,R,P,Y,a
B,P,O,R,B,Y,R,G,Y,a
B,O,G,P,B,R,R,Y,Y,a
G,B,R,B,R,P,Y,O,Y,a
B,G,B,P,R,Y,R,Y,O,a
B,G,Y,O,B,R,P,Y,R,a
B,O,R,R,B,P,Y,Y,G,a
B,G,R,P,O,R,Y,Y,B,a
O,G,Y,Y,B,B,R,P,R,a
B,G,Y,O,P,R,R,B,Y,a
B,B,R,Y,P,O,Y,G,R,a
B,O,R,Y,Y,R,B,P,G,a
O,G,R,P,B,B,R,Y,Y,a
B,O,R,Y,R,B,Y,G,P,a
G,P,R,R,B,B,Y,O,Y,a
B,B,R,O,Y,Y,R,P,G,a
B,O,Y,Y,R,R,G,P,B,a
B,B,P,G,R,R,Y,O,Y,a
B,G,Y,R,P,O,Y,R,B,a
B,G,R,Y,R,O,P,B,Y,a
B,G,R,R,Y,B,O,P,Y,a
B,O,Y,Y,R,R,B,P,G,a
B,B,Y,O,G,P,Y,R,R,a
B,R,Y,Y,B,G,R,P,O,a
B,B,R,O,G,P,R,Y,Y,a
O,B,Y,Y,B,P,R,G,R,a
B,P,G,Y,R,O,B,R,Y,a
B,O,G,Y,R,P,Y,B,R,a
P,B,Y,G,R,B,Y,O,R,a
B,B,R,P,Y,R,G,O,Y,a
O,B,Y,P,B,Y,R,G,R,a
B,P,G,R,Y,O,B,Y,R,a
B,G,Y,O,P,R,Y,B,R,a
B,R,R,Y,B,G,Y,P,O,a
B,B,R,O,P,G,Y,R,Y,a
B,B,R,G,Y,Y,R,O,P,a
B,B,Y,G,P,O,R,R,Y,a
B,P,B,R,O,R,Y,G,Y,a
B,P,R,R,Y,O,Y,B,G,a
G,B,Y,O,Y,P,R,B,R,a
B,G,R,Y,R,P,B,Y,O,a
B,G,R,R,P,B,Y,O,Y,a
B,B,P,Y,Y,O,R,G,R,a
O,B,Y,P,B,G,R,Y,R,a
B,P,B,Y,G,Y,R,O,R,a
B,B,Y,P,R,Y,R,O,G,a
B,O,G,P,R,R,B,Y,Y,a
P,B,R,B,R,G,Y,O,Y,a
B,G,O,P,B,R,R,Y,Y,a
O,B,R,R,B,P,Y,G,Y,a
B,G,Y,P,O,R,R,Y,B,a
B,P,Y,R,B,O,G,Y,R,a
B,R,Y,Y,B,O,R,P,G,a
B,B,R,G,R,O,Y,Y,P,a
B,O,R,R,G,Y,B,P,Y,a
B,G,O,P,Y,R,Y,R,B,a
B,G,Y,Y,O,R,B,P,R,a
B,O,P,R,B,G,Y,Y,R,a
R,B,Y,G,P,B,Y,O,R,a
B,O,Y,R,R,P,G,Y,B,a
B,B,Y,O,R,R,Y,P,G,a
B,B,Y,Y,R,G,R,O,P,a
B,G,P,R,Y,O,Y,R,B,a
B,G,Y,Y,P,R,R,O,B,a
B,P,R,R,Y,O,G,B,Y,a
B,B,Y,P,O,R,Y,G,R,a
B,O,Y,P,R,Y,B,R,G,a
B,O,Y,R,Y,P,G,B,R,a
B,O,Y,P,G,R,R,Y,B,a
B,O,G,Y,Y,B,R,P,R,a
G,B,R,P,B,O,Y,Y,R,a
B,G,Y,Y,R,B,R,O,P,a
B,R,O,R,B,G,Y,P,Y,a
B,O,R,R,B,P,G,Y,Y,a
G,O,Y,Y,B,B,R,P,R,a
B,O,G,R,B,P,Y,Y,R,a
B,O,R,Y,Y,R,G,P,B,a
B,B,Y,G,R,Y,R,P,O,a
B,G,O,P,R,B,Y,R,Y,a
B,O,Y,Y,B,R,G,P,R,a
B,P,G,Y,R,B,Y,O,R,a
B,P,O,Y,Y,B,R,G,R,a
B,O,R,R,G,Y,Y,P,B,a
B,B,Y,O,R,G,P,Y,R,a
B,B,R,Y,Y,G,R,O,P,a
B,G,R,R,P,O,B,Y,Y,a
R,B,R,B,G,P,Y,O,Y,a
B,P,R,Y,R,B,O,G,Y,a
B,G,B,O,R,R,P,Y,Y,a
G,B,R,R,B,O,Y,P,Y,a
G,O,R,P,Y,B,Y,B,R,a
B,B,P,R,Y,O,R,G,Y,a
B,O,R,Y,P,G,Y,B,R,a
B,O,Y,R,R,B,G,P,Y,a
B,G,Y,R,O,P,Y,B,R,a
B,O,G,R,B,Y,Y,P,R,a
B,G,Y,O,R,R,Y,B,P,a
B,G,Y,P,R,B,O,Y,R,a
B,O,G,Y,R,R,Y,P,B,a
B,G,Y,R,R,P,O,B,Y,a
B,G,Y,R,Y,P,R,B,O,a
G,B,Y,P,R,O,Y,B,R,a
B,G,R,R,Y,O,B,Y,P,a
B,P,R,R,B,O,Y,Y,G,a
G,B,Y,P,R,O,R,B,Y,a
B,B,R,P,Y,O,Y,R,G,a
B,G,R,Y,B,P,O,Y,R,a
B,B,Y,P,R,Y,O,G,R,a
B,G,Y,P,B,R,Y,R,O,a
B,B,R,P,Y,Y,R,O,G,a
B,O,R,Y,R,B,P,G,Y,a
B,P,R,R,Y,G,Y,B,O,a
B,G,Y,O,R,B,Y,R,P,a
G,O,R,Y,B,P,R,B,Y,a
B,P,R,Y,B,R,Y,G,O,a
B,G,Y,O,Y,R,B,R,P,a
B,O,G,P,R,Y,Y,R,B,a
B,O,R,P,R,Y,Y,B,G,a
B,G,R,P,Y,B,Y,R,O,a
B,G,Y,O,R,Y,P,R,B,a
R,B,Y,P,G,O,R,B,Y,a
B,G,R,O,R,Y,Y,B,P,a
B,P,Y,R,Y,O,G,B,R,a
B,G,O,P,Y,Y,R,B,R,a
B,B,R,Y,R,O,Y,P,G,a
B,B,R,Y,Y,G,O,P,R,a
B,B,Y,R,G,O,R,P,Y,a
B,G,R,R,B,Y,Y,P,O,a
B,G,R,Y,Y,P,O,B,R,a
B,G,Y,P,O,R,B,Y,R,a
B,O,R,P,Y,Y,G,R,B,a
B,B,R,G,Y,Y,R,P,O,a
B,R,R,Y,B,O,Y,G,P,a
G,B,R,P,Y,O,R,B,Y,a
B,P,Y,R,B,O,R,Y,G,a
B,G,Y,P,R,R,B,Y,O,a
B,G,Y,Y,P,R,B,O,R,a
B,P,Y,R,R,G,O,B,Y,a
B,G,Y,R,R,Y,B,P,O,a
B,P,Y,Y,R,B,O,G,R,a
B,O,G,P,B,Y,R,R,Y,a
B,B,R,G,O,P,Y,Y,R,a
B,G,P,O,Y,B,R,Y,R,a
P,B,R,R,B,O,Y,G,Y,a
B,G,P,Y,R,R,B,O,Y,a
B,B,Y,G,R,O,Y,R,P,a
B,B,G,O,Y,P,R,Y,R,a
B,B,R,G,Y,R,Y,O,P,a
B,G,O,R,B,Y,Y,P,R,a
B,O,R,P,G,Y,Y,R,B,a
B,O,R,R,Y,P,Y,B,G,a
B,O,R,Y,R,B,G,P,Y,a
B,B,Y,P,O,R,R,G,Y,a
B,G,B,R,P,Y,R,O,Y,a
B,B,Y,P,G,R,R,O,Y,a
B,B,P,R,R,G,Y,O,Y,a
B,B,Y,Y,R,P,R,O,G,a
B,G,R,R,Y,Y,B,O,P,a
B,P,R,Y,B,R,G,O,Y,a
B,P,R,R,B,Y,Y,O,G,a
B,P,Y,R,B,R,O,G,Y,a
B,O,Y,P,Y,B,R,R,G,a
B,O,B,P,G,R,R,Y,Y,a
B,G,R,Y,B,R,P,O,Y,a
B,O,P,R,Y,G,Y,B,R,a
P,O,R,Y,B,B,Y,G,R,a
B,B,Y,R,G,P,R,O,Y,a
B,G,Y,O,B,R,R,Y,P,a
B,B,R,O,Y,G,R,Y,P,a
P,B,R,Y,B,G,R,O,Y,a
B,G,O,P,R,Y,Y,R,B,a
B,P,O,R,B,R,Y,G,Y,a
B,P,R,Y,Y,B,G,O,R,a
B,B,Y,R,R,G,Y,P,O,a
P,G,R,R,B,O,Y,B,Y,a
B,P,Y,Y,O,B,R,G,R,a
B,G,Y,O,R,B,P,R,Y,a
B,O,G,P,R,R,Y,B,Y,a
B,B,G,O,Y,R,R,P,Y,a
B,B,R,P,Y,Y,G,O,R,a
B,G,R,O,Y,B,P,Y,R,a
B,G,P,O,B,R,Y,Y,R,a
B,G,P,R,Y,O,B,R,Y,a
G,B,R,O,R,P,Y,B,Y,a
B,G,Y,O,P,R,B,Y,R,a
G,P,Y,Y,B,O,R,B,R,a
B,G,B,R,Y,Y,R,O,P,a
B,O,R,Y,Y,B,R,P,G,a
B,O,Y,Y,R,G,R,B,P,a
B,G,R,P,Y,R,O,Y,B,a
B,B,R,Y,Y,P,R,O,G,a
B,B,Y,R,Y,G,P,O,R,a
B,Y,G,Y,B,O,R,P,R,a
B,G,R,Y,P,R,Y,O,B,a
P,G,R,O,B,B,Y,Y,R,a
B,G,B,O,Y,Y,R,R,P,a
G,B,Y,R,B,P,Y,O,R,a
B,O,Y,R,R,G,P,B,Y,a
G,B,Y,R,B,P,R,O,Y,a
B,G,B,P,R,Y,O,R,Y,a
B,O,G,P,R,B,Y,Y,R,a
B,B,O,R,R,G,Y,P,Y,a
B,P,R,Y,G,O,B,R,Y,a
B,B,P,O,Y,Y,R,G,R,a
B,O,G,R,R,Y,Y,P,B,a
G,B,R,P,B,O,R,Y,Y,a
B,O,R,P,R,Y,G,B,Y,a
B,O,G,P,R,Y,B,R,Y,a
B,Y,O,Y,B,G,R,P,R,a
B,B,Y,P,R,R,Y,G,O,a
R,B,Y,B,G,O,Y,P,R,a
B,O,B,R,Y,Y,R,G,P,a
P,B,R,O,R,B,Y,G,Y,a
B,G,P,O,R,Y,Y,B,R,a
B,G,P,O,R,Y,R,B,Y,a
B,G,Y,P,O,Y,R,R,B,a
B,P,B,R,R,Y,Y,G,O,a
B,G,R,P,Y,B,R,Y,O,a
B,G,R,Y,O,P,R,B,Y,a
R,B,Y,O,P,B,R,G,Y,a
B,B,R,P,G,O,Y,R,Y,a
G,B,Y,P,Y,O,R,B,R,a
G,O,R,P,B,B,R,Y,Y,a
B,G,R,Y,B,R,O,P,Y,a
B,B,Y,O,R,G,R,Y,P,a
G,O,Y,R,B,B,Y,P,R,a
O,G,R,Y,B,P,Y,B,R,a
B,G,R,Y,O,R,B,P,Y,a
B,G,P,R,R,O,Y,Y,B,a
B,G,B,O,R,R,Y,Y,P,a
B,B,Y,O,R,P,Y,R,G,a
B,O,Y,Y,G,P,R,B,R,a
B,G,R,P,O,B,R,Y,Y,a
B,G,Y,R,B,R,Y,O,P,a
B,G,R,P,B,Y,O,R,Y,a
B,B,R,O,G,R,Y,P,Y,a
B,G,Y,R,Y,B,O,P,R,a
B,G,O,P,Y,R,R,Y,B,a
B,B,R,O,P,G,R,Y,Y,a
B,G,R,Y,B,O,Y,R,P,a
B,O,R,R,Y,P,G,B,Y,a
B,B,Y,R,R,P,Y,O,G,a
B,G,P,Y,B,R,Y,O,R,a
B,O,Y,P,Y,R,R,B,G,a
B,O,R,Y,B,R,G,P,Y,a
B,R,O,Y,B,P,R,G,Y,a
B,O,R,R,B,Y,Y,P,G,a
B,G,R,Y,Y,R,P,O,B,a
B,B,Y,P,G,R,Y,O,R,a
G,B,Y,P,B,O,R,R,Y,a
B,O,R,Y,Y,G,R,B,P,a
B,G,B,R,R,Y,Y,P,O,a
B,O,R,Y,Y,P,G,R,B,a
B,P,G,Y,Y,B,R,O,R,a
B,O,Y,Y,B,P,G,R,R,a
B,G,Y,P,R,Y,O,R,B,a
B,B,Y,G,O,P,Y,R,R,a
P,G,Y,R,B,O,R,B,Y,a
B,P,R,R,B,Y,O,G,Y,a
B,O,R,P,B,R,G,Y,Y,a
B,G,B,O,Y,Y,P,R,R,a
B,G,R,Y,P,O,R,B,Y,a
O,B,R,G,B,P,R,Y,Y,a
R,B,Y,G,P,O,R,B,Y,a
P,B,Y,O,R,B,Y,G,R,a
B,B,Y,P,Y,R,O,G,R,a
B,O,G,R,R,P,Y,B,Y,a
B,P,O,R,Y,B,R,G,Y,a
B,P,Y,R,G,O,R,B,Y,a
B,B,Y,G,R,P,O,R,Y,a
B,B,Y,G,R,O,P,R,Y,a
B,O,Y,Y,G,R,B,P,R,a
B,P,B,Y,R,Y,G,O,R,a
B,G,Y,R,P,O,Y,B,R,a
P,B,R,B,Y,G,R,O,Y,a
P,B,Y,O,B,Y,R,G,R,a
B,P,R,Y,B,O,Y,R,G,a
B,B,R,G,Y,R,P,O,Y,a
B,B,R,R,O,G,Y,P,Y,a
B,G,R,Y,O,P,Y,R,B,a
B,P,R,Y,R,B,Y,G,O,a
B,R,R,Y,B,G,Y,O,P,a
B,G,O,R,B,Y,R,P,Y,a
B,G,B,O,P,Y,Y,R,R,a
O,B,R,G,B,P,Y,Y,R,a
B,B,Y,P,R,G,O,R,Y,a
P,B,R,G,R,O,Y,B,Y,a
B,B,P,O,Y,G,R,Y,R,a
R,B,Y,B,P,G,Y,O,R,a
B,G,Y,R,Y,P,B,R,O,a
B,G,Y,R,B,R,P,O,Y,a
P,O,R,Y,B,B,R,G,Y,a
B,P,Y,R,G,O,Y,B,R,a
B,G,Y,R,R,P,Y,B,O,a
P,B,R,O,B,Y,R,G,Y,a
B,P,Y,Y,G,B,R,O,R,a
B,G,R,P,O,B,Y,R,Y,a
B,G,P,R,Y,R,B,O,Y,a
B,B,R,P,O,G,R,Y,Y,a
B,B,R,O,Y,P,Y,R,G,a
B,B,Y,P,Y,O,G,R,R,a
O,B,R,R,B,G,Y,P,Y,a
B,P,Y,R,B,Y,O,G,R,a
B,B,Y,G,Y,R,P,O,R,a
B,P,G,Y,R,O,Y,B,R,a
B,G,Y,O,P,R,R,Y,B,a
B,G,R,Y,Y,B,R,P,O,a
B,G,O,R,R,P,Y,B,Y,a
O,G,R,Y,B,P,R,B,Y,a
O,P,Y,R,B,G,R,B,Y,a
B,G,Y,P,O,B,R,Y,R,a
B,O,Y,Y,R,B,G,P,R,a
B,O,R,Y,R,P,G,B,Y,a
G,B,R,O,Y,P,Y,B,R,a
B,B,R,P,R,G,Y,Y,O,a
B,O,R,R,B,Y,G,P,Y,a
B,B,Y,P,O,Y,R,G,R,a
B,B,G,R,Y,O,R,P,Y,a
B,O,G,P,R,B,R,Y,Y,a
B,G,P,R,Y,O,Y,B,R,a
B,O,R,P,G,Y,B,R,Y,a
B,B,R,G,Y,R,O,P,Y,a
B,B,Y,O,R,P,R,Y,G,a
B,B,Y,R,Y,G,R,O,P,a
B,O,B,P,G,Y,R,Y,R,a
B,O,Y,P,Y,B,G,R,R,a
B,G,P,Y,B,O,Y,R,R,a
B,G,R,O,Y,R,P,B,Y,a
B,B,Y,R,R,P,O,G,Y,a
B,B,G,P,Y,R,R,O,Y,a
B,P,O,R,Y,G,B,Y,R,a
P,B,Y,R,B,O,Y,G,R,a
B,O,Y,R,B,G,P,R,Y,a
B,B,Y,Y,R,O,R,P,G,a
B,O,G,P,R,Y,R,Y,B,a
P,B,R,O,Y,G,R,B,Y,a
B,O,Y,Y,R,G,P,B,R,a
R,B,Y,O,G,B,R,P,Y,a
B,O,G,Y,R,P,B,Y,R,a
G,B,R,B,Y,P,Y,O,R,a
G,B,R,Y,B,P,Y,O,R,a
B,G,P,O,Y,R,R,B,Y,a
B,B,Y,G,R,Y,R,O,P,a
B,G,R,Y,P,O,Y,B,R,a
B,O,R,P,R,B,Y,Y,G,a
B,O,B,Y,R,Y,G,P,R,a
B,G,P,R,B,O,Y,Y,R,a
B,O,B,R,G,Y,Y,P,R,a
B,B,R,G,O,P,Y,R,Y,a
P,B,Y,G,R,O,Y,B,R,a
P,B,Y,G,R,O,R,B,Y,a
B,O,R,Y,Y,B,G,P,R,a
B,O,B,R,P,Y,R,G,Y,a
B,O,G,Y,B,R,R,P,Y,a
B,O,B,P,G,Y,Y,R,R,a
O,P,R,R,B,G,Y,B,Y,a
O,G,Y,P,B,R,R,B,Y,a
B,G,P,O,B,R,R,Y,Y,a
P,B,Y,O,B,G,R,R,Y,a
B,G,R,Y,B,O,P,R,Y,a
B,P,Y,R,R,O,G,B,Y,a
B,G,R,O,P,Y,R,B,Y,a
B,O,R,R,G,P,Y,B,Y,a
B,B,R,G,Y,O,P,R,Y,a
B,G,Y,Y,P,O,R,R,B,a
B,B,R,Y,G,O,Y,P,R,a
P,G,Y,Y,B,B,R,O,R,a
B,B,Y,G,Y,R,R,O,P,a
B,G,O,R,Y,B,R,P,Y,a
B,B,P,O,Y,R,Y,G,R,a
B,Y,R,Y,B,G,R,P,O,a
O,G,Y,P,B,B,R,R,Y,a
B,O,G,Y,B,P,R,Y,R,a
B,O,B,P,Y,R,G,Y,R,a
B,G,O,P,B,R,Y,Y,R,a
B,P,Y,Y,G,O,B,R,R,a
B,G,R,R,P,O,Y,B,Y,a
B,G,P,O,B,R,Y,R,Y,a
B,G,Y,O,R,Y,B,R,P,a
B,G,R,Y,R,B,O,P,Y,a
B,P,Y,Y,B,O,R,R,G,a
B,B,R,O,Y,P,G,R,Y,a
G,O,Y,P,Y,B,R,B,R,a
B,O,R,P,G,R,Y,Y,B,a
B,O,G,R,Y,B,R,P,Y,a
B,O,R,P,G,R,B,Y,Y,a
B,O,Y,Y,P,G,R,B,R,a
P,G,Y,O,B,R,R,B,Y,a
B,B,Y,R,P,G,R,O,Y,a
B,G,Y,Y,R,R,P,O,B,a
G,B,R,O,R,B,Y,P,Y,a
O,G,R,P,B,Y,R,B,Y,a
B,B,Y,Y,O,P,R,G,R,a
B,G,R,Y,O,P,B,R,Y,a
B,O,P,R,R,G,Y,B,Y,a
B,P,G,R,Y,O,R,B,Y,a
B,G,Y,R,P,R,Y,O,B,a
B,G,Y,O,P,B,Y,R,R,a
B,G,Y,R,P,R,B,O,Y,a
B,O,R,Y,R,P,B,Y,G,a
B,B,R,R,P,G,Y,O,Y,a
B,P,R,Y,R,B,G,O,Y,a
B,G,P,Y,Y,O,R,B,R,a
P,B,R,O,Y,G,Y,B,R,a
P,G,Y,O,B,R,Y,B,R,a
B,O,R,P,B,Y,G,Y,R,a
B,O,R,P,R,B,G,Y,Y,a
B,B,P,G,Y,O,Y,R,R,a
B,G,R,P,R,Y,O,B,Y,a
B,G,Y,R,R,P,O,Y,B,a
